Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ParcelCount,API_Command_java_lang_Runtime_exec,API_WebView_android_webkit_WebView_loadUrl,API_Database_android_database_sqlite_SQLiteDatabase_execSQL,API_Database_android_database_sqlite_SQLiteDatabase_getPath,API_Database_android_database_sqlite_SQLiteDatabase_insert,API_Database_android_database_sqlite_SQLiteDatabase_insertWithOnConflict,API_Database_android_database_sqlite_SQLiteDatabase_rawQuery,API_Database_android_database_sqlite_SQLiteDatabase_rawQueryWithFactory,API_Database_android_database_sqlite_SQLiteDatabase_updateWithOnConflict,API_IPC_android_content_ContextWrapper_sendBroadcast,API_IPC_android_content_ContextWrapper_startActivity,API_IPC_android_content_ContextWrapper_registerReceiver,API_Binder_android_app_ContextImpl_registerReceiver,API_Crypto_javax_crypto_spec_SecretKeySpec_$init,API_Crypto_javax_crypto_Cipher_doFinal,API_Crypto-Hash_java_security_MessageDigest_digest,API_Crypto-Hash_java_security_MessageDigest_update,API_DeviceInfo_android_telephony_TelephonyManager_getDeviceId,API_DeviceInfo_android_telephony_TelephonyManager_getSubscriberId,API_DeviceInfo_android_telephony_TelephonyManager_getLine1Number,API_DeviceInfo_android_net_wifi_WifiInfo_getBSSID,API_Network_java_net_URL_openConnection,API_DexClassLoader_dalvik_system_BaseDexClassLoader_findResource,API_DexClassLoader_dalvik_system_DexFile_loadClass,API_Base64_android_util_Base64_decode,API_Base64_android_util_Base64_encode,API_Base64_android_util_Base64_encodeToString,API_SystemManager_android_app_ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android_app_NotificationManager_notify,API_DeviceData_android_content_ContentResolver_query,API_DeviceData_android_content_ContentResolver_registerContentObserver,API_DeviceData_android_os_SystemProperties_get,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,label
65695,10332,11332,44764,84364,10504,16468,12681,3786,97,25,0,0,7,9,0,0,3,3,0,6,0,11,22,0,0,0,0,4,40,0,0,0,9,0,6,4,2,0,0,9,18,63,11198,53,5004,61,2891,688,6245,1716,2151,13691,211
48537,3632,10152,37212,75524,3764,12189,8785,3403,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1520,842,2001,3437,3476,11276,101
39696,1276,10824,31972,73320,1284,14684,12940,1743,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,7,0,0,0,0,1,0,0,0,3,3304,28,4060,35,2025,1523,4590,820,2636,11594,124
47827,6620,11016,31580,86976,6636,12254,7966,4287,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,84,42,0,0,0,0,105,0,0,0,0,0,0,0,0,43,755905,1018,72353,1054,1777,5003,6875,3097,1707,18459,157
44979,4384,12584,28700,92360,7796,14226,12141,2084,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,36,0,0,0,0,0,20,0,0,0,0,1504,585,5256,1946,2195,11486,111
63556,7680,11056,42108,96816,11084,18354,14948,3405,28,23,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,277,115,0,0,0,0,0,0,0,0,0,0,0,0,0,22,175921,312,31149,368,1651,5063,766,4806,3182,15468,281
52273,6280,11516,34304,73200,7972,16361,13114,3246,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,43,0,0,0,0,3116,2633,8450,1510,1249,16958,101
57413,3524,10300,46260,65900,3860,21577,15809,5767,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,0,0,6,0,0,6,0,0,0,0,0,8,0,0,0,0,2001,769,1615,3171,3577,11133,224
77278,4288,10896,58828,84440,9128,25076,19279,5796,210,35,10,0,2,1,0,0,0,0,0,2,0,0,0,0,0,124,66,6,0,0,0,0,2,0,0,0,0,0,0,6,4,7,32558,106,13848,169,1530,392,2032,1474,1445,6873,87
82000,26032,10652,47208,88308,27352,29534,24306,5227,75,49,0,4,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,40,9,0,0,0,0,1129,2815,1507,2182,1632,9265,104
42865,7228,12228,27640,87064,7368,13535,11289,2245,13,13,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,7,551,5,464,6,3112,2811,1800,859,1530,10112,2108
79836,23176,10648,47472,81420,24428,29514,24288,5225,75,47,0,4,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,40,9,7294,62,10626,130,2219,1519,1149,1528,3054,9469,104
113131,40920,10068,53516,83400,47488,33007,26706,6300,72,46,0,36,0,0,0,0,0,0,0,0,0,132,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,50,2292943,2013,135275,1589,3657,3010,2986,1508,2048,13209,111
62432,7028,10904,47844,90140,7548,31197,24230,6966,274,38,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,20,4,71338,52,1914,37,3548,1689,707,2294,3598,11836,302
49978,3688,10956,37432,99164,3732,13933,11120,2812,46,18,0,0,0,0,0,0,0,0,0,29,0,35,70,0,0,0,0,7,14,14,0,0,7,0,0,0,0,0,2,118,24,9,0,0,0,0,2948,1664,972,5657,2309,13550,3066
30862,0,10968,27508,71180,8,14131,11908,2222,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,777,6856,2703,2100,1525,13961,119
49216,1608,11048,37900,79140,5368,31993,27765,4227,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1531,1665,464,2081,1441,7182,155
99912,1944,10812,88604,97800,2112,19445,13983,5461,81,29,3,0,11,277,0,314,0,274,8,0,0,3,6,0,0,103,52,24,0,0,0,0,10,0,0,0,0,0,0,0,0,10,72614,131,15541,147,793,3091,1631,3201,2291,11007,185
161823,31424,10392,119236,89428,33228,37376,29072,8303,292,74,44,0,24,552,6,20,162,534,0,1,0,29,45,6,5,191,112,19,10,0,4,14,0,0,4,12,10,0,4,0,0,32,0,0,0,0,480,1567,1558,2791,1514,7910,194
41322,4012,12352,28992,97364,4028,8059,5766,2292,6,14,0,0,0,0,0,0,0,0,0,0,304,0,0,26,26,0,0,20,0,40,0,0,0,78,0,19,19,0,2,0,0,27,5280,132,7980,133,900,7106,2363,5363,1567,17299,2169
51550,3128,10720,39116,95544,4380,15172,11773,3398,54,41,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,11,8,0,0,0,0,0,0,0,0,0,0,2,0,4,4,1707,15,2326,18,1347,1354,427,1517,2063,6708,87
35077,4512,7900,22660,53584,4520,5345,3890,1454,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3522,1496,2916,1109,2041,11084,147
101564,3572,10716,88796,96784,3588,22900,18498,4401,322,24,0,0,15,72,0,0,34,34,0,1,0,0,0,0,0,632,320,0,0,0,0,0,0,0,0,0,0,0,0,8,0,72,126864,313,37174,341,3113,1054,4109,3476,1521,13273,2118
36745,608,10824,30864,86976,616,14573,12865,1707,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,4,0,0,0,0,1,0,0,0,3,120,3,1620,27,3110,1513,4202,2085,878,11788,124
45791,4692,12328,32440,90496,4848,13293,10659,2633,11,17,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,741,2787,1633,1976,6402,13539,108
41939,5280,12632,30052,84000,5296,19276,16716,2559,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1257,6230,5380,2552,1659,17078,2156
55377,6068,10780,37012,95212,8332,21269,17522,3746,122,35,3,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,11,0,0,0,0,1514,882,4092,3476,2109,12073,109
89203,3844,10284,77612,69548,3984,29802,23514,6287,285,24,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,178,96,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,74668,129,12043,125,1682,2107,737,3144,3350,11020,2074
48651,7632,11724,32816,67360,7784,13234,10241,2992,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,8566,1708,2141,927,3392,16734,289
46979,676,10708,42536,56352,684,12973,9961,3011,0,35,0,0,7,16,0,0,11,11,0,0,0,11,11,1,0,25,18,9,6,0,0,7,0,0,0,1,1,1,0,0,0,9,6699,33,7515,42,5366,2846,1069,1529,1994,12804,321
53484,4512,10820,40356,98968,4588,24136,21256,2879,40,20,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,122,61,0,0,0,0,1,0,0,20,24,24,0,0,0,0,14,1788,10,2583,18,1513,2626,4212,3891,1023,13265,259
58375,2760,10920,45660,84116,4696,25857,19845,6011,287,39,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,16,16,13,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9289,49,6657,59,5600,2244,3898,3752,734,16228,5
117414,22180,8312,71604,89336,22328,34940,27033,7906,89,52,0,1,0,0,0,0,0,0,0,0,0,35,44,47,47,134,317,0,0,0,0,1,0,0,168,42,42,0,0,12,24,6,237300,282,23362,219,2640,1669,1507,2299,803,8918,311
40994,668,10880,34796,90596,804,14288,12165,2122,6,19,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,5,0,10,0,0,5,0,0,0,0,1,0,2,0,4,200,5,300,5,1524,1952,4422,711,2738,11347,320
45361,5424,12332,29124,89480,9056,15203,12052,3150,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2051,1011,1608,11762,3651,20083,2129
44422,5864,11820,31076,71440,5876,9104,5928,3175,8,10,0,0,0,0,0,0,0,0,0,4,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2105,928,1302,3873,4143,12351,3037
94122,25320,11212,58692,106392,26924,31111,24437,6673,152,54,0,1,0,0,0,0,0,0,0,0,0,46,68,0,0,45,23,3,0,0,0,0,0,0,0,0,0,0,0,0,24,9,97774,80,3565,53,5255,3259,791,2118,1677,13100,108
39540,5208,12552,26904,87792,5224,13120,9692,3427,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,21,0,0,0,0,866,1601,7123,2423,2161,14174,170
69418,2340,10996,55436,92276,7400,39491,31778,7712,190,16,0,0,0,0,0,0,0,0,0,3,0,8,16,0,0,8,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,7,2319,17,2585,17,3025,2044,1619,743,7255,14686,202
37767,0,11036,35292,51036,4,9117,5988,3128,0,13,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1337,3077,2881,1841,1521,10657,170
64834,21576,9800,29436,84904,21792,31806,29021,2784,7,25,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,6,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,50808,3927,85236,1519,2096,143586,316
76339,4580,10580,46644,130052,6612,20058,17899,2158,11,42,21,0,0,54,4,4,0,46,0,0,0,192,280,1,1,2,539,36,100,18,0,37,35,0,340,0,0,0,0,0,0,55,37733,246,45075,375,3746,1544,2721,4526,1191,13728,291
100359,41260,11164,44740,105248,43216,19307,16646,2660,11,45,0,105,1,37,37,18,0,0,0,0,0,68,65,0,0,87,45,38,150,6,0,0,1,0,0,0,0,0,0,0,72,50,487696,706,58392,638,4980,1140,1604,3450,3111,14285,97
124050,16936,10624,97480,97572,17708,42798,33519,9278,31,48,0,14,7,23,0,3,9,20,0,1,0,22,21,2,0,272,139,0,0,0,0,12,0,0,4,12,12,0,0,6,20,21,1036963,1029,93461,718,1783,2889,1511,4045,1195,11423,209
40185,1316,10768,32044,90812,1324,14716,13041,1674,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,7,0,0,0,0,1,0,0,0,3,3264,27,4034,34,1519,5157,1732,734,2945,12087,124
47821,5156,12240,33024,90308,6976,17888,14973,2914,37,22,3,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,14,0,0,0,0,2661,1523,883,2152,8398,15617,2170
40380,1344,10904,34504,84208,1480,14303,11890,2412,6,32,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,1,0,2,0,4,80,2,840,14,466,1183,5872,1570,1470,10561,3063
66288,25660,8884,25344,76096,28428,11887,9477,2409,20,21,144,0,0,0,0,0,0,0,0,0,0,34,68,0,0,33,33,40,0,0,0,18,0,0,0,0,0,0,0,0,0,34,32302,101,11754,118,3559,1137,1518,2716,3964,12894,80
47662,764,11096,42748,74140,768,7923,6130,1792,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,32,0,0,0,0,4410,1505,1792,4303,1095,13105,120
93709,38764,11640,41164,106800,40300,22613,18896,3716,30,34,0,9,0,0,0,0,0,0,0,0,0,162,154,114,62,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,180,26,541965,652,65218,684,1746,3699,6973,749,2671,15838,2161
56957,6548,12324,39580,101196,6692,20232,15781,4450,35,18,96,0,24,44,0,0,11,11,0,0,0,11,22,0,0,40,20,32,64,0,0,25,0,0,0,0,0,0,0,0,0,62,28665,114,14134,141,2578,1111,3587,1884,4000,13160,236
78796,21500,10920,50220,77276,22740,29112,22301,6810,9,40,0,8,0,0,0,0,0,0,0,0,0,24,25,0,0,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,34502,65,5495,73,3719,1887,2875,1223,1514,11218,5
123903,22156,8236,86084,87884,22248,39992,31255,8736,576,74,0,0,1,7,5,5,0,6,0,18,0,42,73,0,0,249,285,174,0,0,0,9,6,0,0,24,24,0,0,8,0,23,342576,639,54903,571,3669,1841,1510,4394,3442,14856,214
109960,14412,10840,89416,72684,15064,41757,29668,12088,40,32,0,14,0,0,0,0,0,0,0,0,0,21,23,0,0,616,308,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2348171,2426,150728,1719,1946,2179,3026,1521,1512,10184,182
35780,1456,10872,28288,64980,1548,15529,13095,2433,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1496,1513,2228,1533,518,7288,3067
71413,9992,10712,46380,93548,14692,27536,22323,5212,233,32,0,0,0,0,0,0,0,0,0,0,0,2,4,8,8,6,6,10,4,0,0,32,6,0,0,0,0,0,0,0,2,10,80,2,1440,24,1798,3876,3202,859,2183,11918,5
56841,2724,10980,44248,83468,4884,19611,13820,5790,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,93,93,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,3270,2501,3269,602,1560,11202,312
30645,0,11064,27448,62952,8,14129,11986,2142,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,816,1517,2087,3016,2455,9891,119
91134,36328,10820,44044,102516,38004,29748,23209,6538,91,34,39,0,2,6,0,0,0,4,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,11,0,0,0,0,1525,1910,2864,3434,832,10565,2131
109097,11468,8160,86152,70812,11596,33594,24068,9525,289,68,498,0,16,44,0,0,16,33,0,0,0,27,34,47,47,119,109,22,28,0,0,21,0,0,96,5,5,0,0,30,27,21,25004,69,14567,116,2302,708,2556,1506,3769,10841,194
30731,3620,12720,22880,49724,3624,9425,6444,2980,6,22,0,1,0,0,0,0,0,0,0,0,0,193,258,353,353,167,496,0,0,0,0,18,0,0,778,54,54,0,0,89,140,64,375459,500,39057,528,4666,6341,998,3012,1530,16547,5
96893,31008,10856,52968,93780,32616,35441,24456,10984,18,43,0,3,1,5,1,1,2,3,0,1,0,46,48,0,0,88,44,0,0,0,0,0,0,0,0,0,0,0,0,6,60,9,7848568,6612,567316,3966,2052,849,3089,1517,2537,10044,2066
66072,11372,8924,41944,86100,11388,32367,29597,2769,39,34,0,0,6,20,0,0,0,0,0,0,0,0,0,10,81,101,101,37,0,0,0,65,0,0,0,81,81,0,0,0,0,47,0,0,9000,150,3313,1553,2854,5731,717,14168,165
114737,43996,9776,56096,75844,47828,27433,23694,3738,25,55,0,20,75,129,0,0,0,98,0,7,0,308,445,1,1,677,4880,44,144,28,0,48,15,0,336,0,0,0,0,0,176,67,3076137,3113,285058,2856,1238,2231,1521,2280,1811,9081,227
65166,6612,10036,46900,85216,8124,18737,15074,3662,104,22,0,0,6,107,0,0,0,71,0,0,0,0,0,0,0,64,32,32,64,0,0,0,136,0,0,0,0,0,0,0,0,152,0,0,0,0,7538,1753,4193,5428,1461,20373,2084
33221,3972,12796,23968,71412,3984,7897,4843,3053,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3347,1668,1566,4303,9596,20480,254
103284,24324,11892,69680,76080,24964,20775,15437,5337,18,30,0,4,0,0,0,0,0,0,0,0,0,24,25,0,0,4,20620,0,8,0,0,0,4,0,0,0,0,0,0,0,20,6,0,0,0,0,585,2717,2161,1536,1798,8797,2148
145692,19884,11996,117224,87956,20540,36568,27626,8941,46,51,0,36,1,6,6,6,0,0,0,0,0,26,25,0,0,446,224,14,40,2,0,0,1,0,0,0,0,0,0,0,28,13,145037,378,36872,453,1560,2748,6197,2407,708,13620,97
55863,5848,11520,38584,77100,8544,17381,13879,3501,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,0,2589,923,8747,3552,1804,17615,115
42658,5160,12144,30916,70828,5356,8076,5657,2418,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83,0,0,0,0,4438,1513,1454,3391,13989,24785,289
47485,7152,12024,31824,70680,7168,13118,10663,2454,7,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,40,0,0,8,0,0,30,0,0,0,0,0,0,63,0,64,0,0,0,0,1105,2345,1508,10426,2738,18122,2139
86744,6236,10508,72928,95412,6380,31363,24334,7028,517,36,0,0,0,0,0,0,0,0,0,3,1,14,22,0,0,132,73,1,0,0,0,11,2,0,0,0,0,0,0,4,4,5,44540,92,16567,99,674,1891,3572,1528,11605,19270,74
55298,7896,11248,36020,76196,9444,17474,13904,3569,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0,993,9154,1512,4263,3394,19316,2133
45438,6308,12624,31144,81860,6324,15245,11094,4150,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,4,2,0,0,0,0,0,0,2,0,15,858,9,1257,10,724,3291,2421,1760,3548,11744,2055
31402,0,11076,27456,69500,8,14129,11980,2148,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3092,2249,1960,1177,1518,9996,119
39299,752,10924,33980,67652,756,14484,7742,6741,0,27,3,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,14,0,1,0,0,8820,147,3241,837,6129,1512,2175,13894,167
39858,692,10904,33476,90180,696,8312,6196,2115,0,27,0,0,6,5,1,1,2,2,0,4,0,4,8,0,0,0,0,8,16,0,0,0,3,0,0,2,2,1,0,6,4,4,1889,26,2634,27,4585,398,1964,2024,1514,10485,211
88037,37400,12084,37584,94860,38928,22260,18672,3587,7,33,0,24,0,0,0,0,0,0,0,0,0,262,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,37,0,0,0,0,2060,1513,5513,1052,2774,12912,240
68545,5296,10860,48900,90008,11400,28497,21388,7108,93,34,0,0,2,1,0,0,0,0,0,0,0,0,0,52,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,9,1178,11,1600,14,593,1888,1452,1536,1414,6883,87
98545,41156,11656,42072,96124,42708,26969,21167,5801,28,40,0,4,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,3,0,0,0,0,11,0,6,0,0,0,0,0,40,11,6798,58,9888,122,3056,1530,2136,1587,1159,9468,104
60148,2184,11040,47860,88364,5124,17818,12718,5099,269,30,0,0,1,4,1,1,0,1,1,0,0,5,10,0,0,0,0,2,6,2,0,2,0,0,0,0,0,0,0,74,2,16,0,0,1740,29,1203,3043,2323,3212,1602,11383,268
102068,40164,10504,48072,101336,41780,31590,26697,4892,57,36,0,4,0,0,0,0,0,0,0,3,0,71,79,35,35,26,27,2,0,0,0,17,3,0,0,4,4,0,0,8,40,13,160563,141,14140,128,767,1979,1516,2977,12487,19726,100
53450,3976,10972,42364,92584,3988,23220,17372,5847,250,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,1829,10,1273,12,3902,1795,2022,1937,5124,14780,208
46553,6692,12428,31408,84400,6868,15473,10904,4568,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,2058,3449,3138,1787,764,11196,260
73893,952,10872,68704,76532,960,15253,11048,4204,7,24,0,0,0,0,0,0,0,0,0,6,2,3,6,0,0,4128,8513,1,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2430,894,2711,2646,1501,10182,145
93811,3248,10856,80320,94528,3416,27131,19415,7715,179,29,15,0,12,176,0,108,0,172,5,0,0,4,8,0,0,128,68,14,0,0,0,0,9,0,0,0,0,0,0,0,0,10,209660,215,14644,189,1579,2228,762,2834,2410,9813,185
38530,4988,10968,25316,91668,5004,8032,6010,2021,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2013,5614,1543,1673,623,11466,116
75223,2972,10784,61316,93140,7396,32033,23965,8067,871,22,10,0,2,48,0,0,0,45,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,4,0,50,569,5,1134,11,2316,1499,978,1402,460,6655,87
101470,39320,11956,48020,91892,40912,28571,23899,4671,29,34,0,4,0,0,0,0,0,0,0,0,0,62,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,20,0,0,0,0,2206,882,1620,3024,3278,11010,218
60648,17024,8416,30840,69840,17096,22046,17642,4403,237,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11449,13,952,14,3207,1526,2558,776,3220,11287,74
36836,4016,11084,26168,79884,4024,8070,6322,1747,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,613,1787,5236,1515,2739,11890,247
84198,31636,10836,39960,102964,32976,19685,17094,2590,12,32,0,0,0,0,0,0,0,0,0,0,0,238,221,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,340,71,15256,88,10298,113,2177,1810,6942,1592,671,13192,91
102412,36560,10788,49224,111444,40020,29904,24234,5669,82,44,36,0,0,0,0,0,0,0,0,0,0,56,56,0,0,40,22,11,0,0,0,0,0,0,0,13,13,0,0,0,64,27,86155,131,9363,134,3552,1798,1206,3055,2537,12148,89
34602,4116,12828,25768,65580,4128,7920,5051,2868,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5860,4590,1546,2189,2941,17126,3072
28208,0,11076,24724,65100,8,7929,5670,2258,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1515,2458,1013,1762,2738,9486,299
96082,1392,10828,87848,61100,1440,38515,33261,5253,147,92,0,42,0,0,0,0,0,0,0,0,0,155,271,0,0,42,21,0,0,0,0,0,0,0,0,21,21,0,0,0,20,45,0,0,0,0,1501,7312,5403,1795,1526,17537,166
99232,15880,8276,73164,62880,16040,32164,26696,5467,226,81,3,0,6,164,32,39,112,157,1,13,0,34,68,9,7,119,117,27,10,0,8,0,30,0,0,0,0,4,28,32,13,17,0,0,0,0,2406,1252,550,8472,1570,14250,219
33601,4,11068,29076,70688,8,8375,5907,2467,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,4,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,2890,4915,1512,925,1731,11973,228
75868,7036,11232,59948,90424,7052,45080,38909,6170,124,20,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7835,3863,1080,1725,2260,16763,2120
37254,2880,12712,26516,85432,2892,13211,10748,2462,20,16,0,0,1,11,0,0,0,4,0,2,0,20,22,0,0,8,8,10,0,8,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1542,3880,2731,3622,1212,12987,286
29815,0,11984,26796,61028,4,9006,5949,3056,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,0,0,1683,1522,1167,2796,2922,10090,109
53837,1304,10840,45500,78636,1316,18311,14151,4159,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2006,2904,1748,560,1513,8731,216
47897,1668,10620,42372,78964,1864,12954,9741,3212,0,33,0,0,7,16,0,0,11,11,0,0,0,11,11,1,0,23,17,9,6,0,0,6,0,0,0,1,1,1,0,0,0,9,5784,30,6522,36,908,1514,3008,8569,1640,15639,321
42859,4512,10924,30660,93452,4524,15353,11910,3442,57,14,273,0,0,0,0,0,0,0,0,0,0,0,0,164,284,92,92,1,0,4,0,11,0,0,359,49,49,0,0,0,0,15,0,0,0,0,3160,1259,3351,4753,1463,13986,2065
